id,defect_type,lat,lng,nearest_cluster,severity,status,department_id,photo_url,created_at,resolved_at,is_active
REP-PRG-10378,Pothole,25.431947,81.771479,Jhalwa / IIIT-A Corridor,Low,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10378.jpg,2026-02-07T08:35:25,,1
REP-PRG-10379,Streetlight Defect,25.453133,81.860602,Katra / Allahabad Univ,Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10379.jpg,2026-03-17T13:32:56,,1
REP-PRG-10380,Pothole,25.507395,81.858976,Curzon Bridge / Phaphamau,Moderate,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10380.jpg,2026-05-09T04:02:53,,1
REP-PRG-10381,Pothole,25.440481,81.819232,Kareli Urban Zone,High,Resolved,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10381.jpg,2026-06-15T01:51:43,2026-06-24T01:51:43,0
REP-PRG-10382,Garbage Accumulation,25.448194,81.884375,Shastri Bridge (Ganga),Moderate,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10382.jpg,2026-05-21T01:46:44,,1
REP-PRG-10383,Drainage Issues,25.43872,81.904166,Shastri Bridge (Ganga),Moderate,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10383.jpg,2026-01-17T03:04:34,,1
REP-PRG-10384,Drainage Issues,25.443984,81.8525,MG Marg Corridor,Low,In Progress,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10384.jpg,2026-01-13T08:13:56,,1
REP-PRG-10385,Pothole,25.455662,81.7355,GT Road / Bamrauli Corridor,High,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10385.jpg,2026-02-08T08:19:58,,1
REP-PRG-10386,Streetlight Defect,25.517059,81.86578,Curzon Bridge / Phaphamau,Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10386.jpg,2026-06-21T06:26:48,,1
REP-PRG-10387,Garbage Accumulation,25.444474,81.835438,Rambagh Railway Station Area,Low,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10387.jpg,2026-04-16T08:25:53,,1
REP-PRG-10388,Streetlight Defect,25.446783,81.83292,Civil Lines,Moderate,Resolved,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10388.jpg,2026-01-06T02:17:06,2026-01-19T02:17:06,0
REP-PRG-10389,Garbage Accumulation,25.449405,81.744965,GT Road / Bamrauli Corridor,Critical,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10389.jpg,2026-01-26T03:05:32,,1
REP-PRG-10390,Pothole,25.419422,81.844317,Naini Old Bridge (Yamuna),High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10390.jpg,2026-04-01T17:43:58,,1
REP-PRG-10391,Pothole,25.495042,81.867885,Teliyarganj / MNNIT Area,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10391.jpg,2026-03-04T16:13:23,,1
REP-PRG-10392,Garbage Accumulation,25.449478,81.867646,Georgetown,High,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10392.jpg,2026-06-16T09:09:12,,1
REP-PRG-10393,Pothole,25.436671,81.883673,Sangam / Daraganj,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10393.jpg,2026-06-13T08:20:38,,1
REP-PRG-10394,Pothole,25.438439,81.876712,Shastri Bridge (Ganga),High,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10394.jpg,2026-03-27T04:36:07,,1
REP-PRG-10395,Drainage Issues,25.388437,81.866662,Naini Industrial Area,Critical,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10395.jpg,2026-06-28T04:38:09,,1
REP-PRG-10396,Pothole,25.441673,81.837786,Rambagh Railway Station Area,Critical,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10396.jpg,2026-03-14T03:46:16,,1
REP-PRG-10397,Pothole,25.440352,81.846425,MG Marg Corridor,High,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10397.jpg,2026-02-24T05:22:23,,1
REP-PRG-10398,Garbage Accumulation,25.417684,81.860452,Naini Old Bridge (Yamuna),High,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10398.jpg,2026-01-20T18:53:46,,1
REP-PRG-10399,Streetlight Defect,25.439227,81.890238,Shastri Bridge (Ganga),Moderate,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10399.jpg,2026-06-24T03:40:52,,1
REP-PRG-10400,Pothole,25.427506,81.815872,Kareli Urban Zone,High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10400.jpg,2026-06-26T10:51:19,,1
REP-PRG-10401,Garbage Accumulation,25.447769,81.824302,Prayagraj Junction (Civil Lines side),Moderate,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10401.jpg,2026-03-01T10:46:03,,1
REP-PRG-10402,Streetlight Defect,25.416524,81.817527,Kareli Urban Zone,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10402.jpg,2026-03-25T09:04:43,,1
REP-PRG-10403,Garbage Accumulation,25.461777,81.85117,Katra / Allahabad Univ,Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10403.jpg,2026-05-22T21:40:07,,1
REP-PRG-10404,Pothole,25.460046,81.732843,GT Road / Bamrauli Corridor,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10404.jpg,2026-06-08T18:45:15,,1
REP-PRG-10405,Garbage Accumulation,25.523505,81.861482,Phaphamau NH-19 Junction,Low,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10405.jpg,2026-06-12T13:37:01,,1
REP-PRG-10406,Pothole,25.503576,81.864572,Teliyarganj / MNNIT Area,Low,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10406.jpg,2026-03-21T00:11:32,,1
REP-PRG-10407,Garbage Accumulation,25.436255,81.758116,Jhalwa / IIIT-A Corridor,Low,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10407.jpg,2026-04-22T00:20:30,,1
REP-PRG-10408,Pothole,25.449136,81.835117,Prayagraj Junction (Civil Lines side),Low,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10408.jpg,2026-01-25T05:44:00,,1
REP-PRG-10409,Drainage Issues,25.420658,81.828524,Kareli Urban Zone,Low,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10409.jpg,2026-01-23T04:22:19,,1
REP-PRG-10410,Streetlight Defect,25.520862,81.876275,Phaphamau NH-19 Junction,Low,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10410.jpg,2026-02-05T17:47:27,,1
REP-PRG-10411,Pothole,25.463391,81.856097,Georgetown,Low,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10411.jpg,2026-03-12T23:19:54,,1
REP-PRG-10412,Streetlight Defect,25.441436,81.870627,Georgetown,Low,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10412.jpg,2026-03-06T06:45:24,,1
REP-PRG-10413,Streetlight Defect,25.452137,81.843817,Rambagh Railway Station Area,Low,Reported,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10413.jpg,2026-03-19T08:14:47,,1
REP-PRG-10414,Pothole,25.488639,81.860746,Teliyarganj / MNNIT Area,High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10414.jpg,2026-03-27T00:01:40,,1
REP-PRG-10415,Streetlight Defect,25.409244,81.812651,Kareli Urban Zone,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10415.jpg,2026-06-02T12:57:22,,1
REP-PRG-10416,Pothole,25.436967,81.852858,Georgetown,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10416.jpg,2026-03-22T14:28:03,,1
REP-PRG-10417,Drainage Issues,25.491723,81.864874,Teliyarganj / MNNIT Area,Moderate,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10417.jpg,2026-05-07T04:58:01,,1
REP-PRG-10418,Pothole,25.537404,81.857013,Phaphamau NH-19 Junction,Moderate,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10418.jpg,2026-04-04T12:08:47,,1
REP-PRG-10419,Streetlight Defect,25.519875,81.856288,Curzon Bridge / Phaphamau,Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10419.jpg,2026-05-21T08:58:47,,1
REP-PRG-10420,Drainage Issues,25.509604,81.935399,NH-19 Bypass (Varanasi-Kanpur),Moderate,In Progress,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10420.jpg,2026-06-27T10:31:04,,1
REP-PRG-10421,Garbage Accumulation,25.441018,81.743059,GT Road / Bamrauli Corridor,Low,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10421.jpg,2026-03-07T07:58:52,,1
REP-PRG-10422,Garbage Accumulation,25.419332,81.85894,Naini Old Bridge (Yamuna),High,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10422.jpg,2026-06-04T01:26:54,,1
REP-PRG-10423,Streetlight Defect,25.494313,81.882642,Teliyarganj / MNNIT Area,Critical,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10423.jpg,2026-04-19T03:47:36,,1
REP-PRG-10424,Garbage Accumulation,25.443898,81.833752,MG Marg Corridor,Moderate,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10424.jpg,2026-05-19T05:37:13,,1
REP-PRG-10425,Pothole,25.425015,81.875556,Sangam / Daraganj,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10425.jpg,2026-02-13T07:33:23,,1
REP-PRG-10426,Streetlight Defect,25.443901,81.847512,MG Marg Corridor,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10426.jpg,2026-03-26T23:40:20,,1
REP-PRG-10427,Pothole,25.396364,81.860434,Naini Industrial Area,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10427.jpg,2026-05-14T04:18:57,,1
REP-PRG-10428,Streetlight Defect,25.518341,81.868771,Phaphamau NH-19 Junction,Moderate,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10428.jpg,2026-06-01T02:13:17,,1
REP-PRG-10429,Pothole,25.413582,81.860063,Naini Old Bridge (Yamuna),Low,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10429.jpg,2026-04-17T11:07:33,,1
REP-PRG-10430,Drainage Issues,25.386623,81.852874,Naini Industrial Area,High,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10430.jpg,2026-03-30T00:34:41,,1
REP-PRG-10431,Streetlight Defect,25.52438,81.872367,Curzon Bridge / Phaphamau,Moderate,Reported,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10431.jpg,2026-06-29T00:28:23,,1
REP-PRG-10432,Pothole,25.415098,81.816898,Kareli Urban Zone,Low,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10432.jpg,2026-01-06T20:29:27,,1
REP-PRG-10433,Garbage Accumulation,25.387287,81.867676,Naini Industrial Area,Low,Resolved,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10433.jpg,2026-03-05T02:47:12,2026-03-09T02:47:12,0
REP-PRG-10434,Pothole,25.444268,81.906082,Shastri Bridge (Ganga),Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10434.jpg,2026-04-15T06:55:43,,1
REP-PRG-10435,Pothole,25.437584,81.883614,Shastri Bridge (Ganga),High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10435.jpg,2026-06-07T15:11:03,,1
REP-PRG-10436,Streetlight Defect,25.498965,81.924153,NH-19 Bypass (Varanasi-Kanpur),Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10436.jpg,2026-02-22T18:08:03,,1
REP-PRG-10437,Streetlight Defect,25.429735,81.894356,Sangam / Daraganj,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10437.jpg,2026-04-04T19:52:07,,1
REP-PRG-10438,Streetlight Defect,25.507859,81.85979,Curzon Bridge / Phaphamau,Moderate,In Progress,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10438.jpg,2026-05-17T07:16:09,,1
REP-PRG-10439,Streetlight Defect,25.419869,81.829507,Kareli Urban Zone,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10439.jpg,2026-03-31T20:48:55,,1
REP-PRG-10440,Streetlight Defect,25.530215,81.925753,NH-19 Bypass (Varanasi-Kanpur),High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10440.jpg,2026-03-19T06:22:21,,1
REP-PRG-10441,Garbage Accumulation,25.426084,81.888353,Sangam / Daraganj,Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10441.jpg,2026-01-30T14:39:52,,1
REP-PRG-10442,Garbage Accumulation,25.433455,81.784774,Jhalwa / IIIT-A Corridor,Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10442.jpg,2026-02-06T04:55:40,,1
REP-PRG-10443,Streetlight Defect,25.496671,81.860126,Teliyarganj / MNNIT Area,Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10443.jpg,2026-06-15T14:18:26,,1
REP-PRG-10444,Streetlight Defect,25.443725,81.89887,Shastri Bridge (Ganga),Low,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10444.jpg,2026-04-27T06:33:07,,1
REP-PRG-10445,Drainage Issues,25.455564,81.842058,MG Marg Corridor,Critical,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10445.jpg,2026-02-19T21:58:44,,1
REP-PRG-10446,Garbage Accumulation,25.455533,81.837354,Prayagraj Junction (Civil Lines side),Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10446.jpg,2026-04-25T01:47:34,,1
REP-PRG-10447,Pothole,25.450057,81.89519,Shastri Bridge (Ganga),Low,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10447.jpg,2026-03-16T09:11:25,,1
REP-PRG-10448,Pothole,25.458663,81.856174,Katra / Allahabad Univ,Moderate,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10448.jpg,2026-05-26T02:02:01,,1
REP-PRG-10449,Pothole,25.456652,81.821465,Prayagraj Junction (Civil Lines side),Low,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10449.jpg,2026-04-05T03:44:06,,1
REP-PRG-10450,Garbage Accumulation,25.451949,81.834853,MG Marg Corridor,Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10450.jpg,2026-04-19T11:43:43,,1
REP-PRG-10451,Pothole,25.52523,81.875228,Phaphamau NH-19 Junction,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10451.jpg,2026-03-31T11:10:01,,1
REP-PRG-10452,Drainage Issues,25.511529,81.930371,NH-19 Bypass (Varanasi-Kanpur),Low,In Progress,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10452.jpg,2026-02-24T05:24:20,,1
REP-PRG-10453,Drainage Issues,25.417121,81.77597,Jhalwa / IIIT-A Corridor,High,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10453.jpg,2026-06-07T13:04:09,,1
REP-PRG-10454,Garbage Accumulation,25.517164,81.875306,Curzon Bridge / Phaphamau,High,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10454.jpg,2026-05-17T18:14:02,,1
REP-PRG-10455,Pothole,25.436538,81.891753,Shastri Bridge (Ganga),High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10455.jpg,2026-03-11T02:43:45,,1
REP-PRG-10456,Pothole,25.386995,81.87762,Naini Industrial Area,High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10456.jpg,2026-01-16T18:05:49,,1
REP-PRG-10457,Garbage Accumulation,25.417238,81.857232,Naini Old Bridge (Yamuna),Low,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10457.jpg,2026-03-24T17:00:47,,1
REP-PRG-10458,Streetlight Defect,25.496863,81.864493,Teliyarganj / MNNIT Area,Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10458.jpg,2026-04-17T21:39:34,,1
REP-PRG-10459,Pothole,25.506429,81.931553,NH-19 Bypass (Varanasi-Kanpur),High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10459.jpg,2026-04-15T02:46:22,,1
REP-PRG-10460,Garbage Accumulation,25.468589,81.846788,Katra / Allahabad Univ,High,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10460.jpg,2026-05-05T19:54:58,,1
REP-PRG-10461,Drainage Issues,25.453664,81.829299,Civil Lines,High,Reported,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10461.jpg,2026-04-29T07:06:49,,1
REP-PRG-10462,Drainage Issues,25.43756,81.757815,Jhalwa / IIIT-A Corridor,High,AI Verified,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10462.jpg,2026-04-20T15:42:47,,1
REP-PRG-10463,Pothole,25.435029,81.851018,Rambagh Railway Station Area,High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10463.jpg,2026-05-28T12:45:17,,1
REP-PRG-10464,Garbage Accumulation,25.452024,81.847474,Rambagh Railway Station Area,Critical,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10464.jpg,2026-01-12T11:37:31,,1
REP-PRG-10465,Pothole,25.505558,81.945049,NH-19 Bypass (Varanasi-Kanpur),Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10465.jpg,2026-04-27T08:01:28,,1
REP-PRG-10466,Pothole,25.438416,81.72241,GT Road / Bamrauli Corridor,High,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10466.jpg,2026-06-16T18:59:26,,1
REP-PRG-10467,Drainage Issues,25.44252,81.885984,Shastri Bridge (Ganga),High,Reported,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10467.jpg,2026-04-03T17:06:59,,1
REP-PRG-10468,Pothole,25.42183,81.885667,Sangam / Daraganj,Critical,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10468.jpg,2026-04-13T06:46:39,,1
REP-PRG-10469,Garbage Accumulation,25.44695,81.854487,Georgetown,High,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10469.jpg,2026-01-24T11:27:55,,1
REP-PRG-10470,Pothole,25.442358,81.84188,Civil Lines,Low,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10470.jpg,2026-05-14T00:12:15,,1
REP-PRG-10471,Pothole,25.457802,81.834107,Civil Lines,Moderate,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10471.jpg,2026-04-19T12:48:44,,1
REP-PRG-10472,Pothole,25.454273,81.839439,Rambagh Railway Station Area,Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10472.jpg,2026-01-27T11:45:26,,1
REP-PRG-10473,Pothole,25.407796,81.814465,Kareli Urban Zone,Moderate,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10473.jpg,2026-02-05T07:21:32,,1
REP-PRG-10474,Pothole,25.417635,81.856947,Naini Old Bridge (Yamuna),Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10474.jpg,2026-02-13T00:01:24,,1
REP-PRG-10475,Garbage Accumulation,25.42607,81.772816,Jhalwa / IIIT-A Corridor,High,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10475.jpg,2026-04-17T06:25:50,,1
REP-PRG-10476,Drainage Issues,25.499988,81.94155,NH-19 Bypass (Varanasi-Kanpur),Low,Reported,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10476.jpg,2026-02-02T05:27:56,,1
REP-PRG-10477,Pothole,25.491343,81.871938,Teliyarganj / MNNIT Area,Moderate,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10477.jpg,2026-03-05T18:05:02,,1
REP-PRG-10478,Pothole,25.432742,81.883654,Sangam / Daraganj,High,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10478.jpg,2026-03-14T08:58:35,,1
REP-PRG-10479,Pothole,25.449558,81.862582,Georgetown,High,AI Verified,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10479.jpg,2026-04-11T18:45:37,,1
REP-PRG-10480,Garbage Accumulation,25.454142,81.848633,MG Marg Corridor,High,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10480.jpg,2026-04-09T12:06:17,,1
REP-PRG-10481,Streetlight Defect,25.526572,81.870672,Phaphamau NH-19 Junction,Moderate,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10481.jpg,2026-01-04T21:08:49,,1
REP-PRG-10482,Pothole,25.419282,81.831521,Kareli Urban Zone,High,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10482.jpg,2026-04-05T03:53:32,,1
REP-PRG-10483,Garbage Accumulation,25.433589,81.904408,Shastri Bridge (Ganga),Critical,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10483.jpg,2026-01-06T05:23:06,,1
REP-PRG-10484,Pothole,25.429679,81.868554,Sangam / Daraganj,Moderate,Resolved,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10484.jpg,2026-04-13T02:26:42,2026-04-19T02:26:42,0
REP-PRG-10485,Garbage Accumulation,25.448025,81.822552,Prayagraj Junction (Civil Lines side),Moderate,AI Verified,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10485.jpg,2026-06-14T03:32:08,,1
REP-PRG-10486,Pothole,25.424725,81.849779,Naini Old Bridge (Yamuna),Moderate,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10486.jpg,2026-02-22T13:39:25,,1
REP-PRG-10487,Pothole,25.416431,81.804884,Kareli Urban Zone,High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10487.jpg,2026-06-25T07:24:59,,1
REP-PRG-10488,Pothole,25.426382,81.860609,Sangam / Daraganj,Moderate,Resolved,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10488.jpg,2026-03-03T10:06:29,2026-03-08T10:06:29,0
REP-PRG-10489,Drainage Issues,25.417329,81.886083,Sangam / Daraganj,Low,Assigned,Jal_Sansthan_Drainage_Div,https://storage.roadguard.ai/prayagraj/defects/img_10489.jpg,2026-01-15T19:15:39,,1
REP-PRG-10490,Pothole,25.445286,81.893404,Shastri Bridge (Ganga),High,Assigned,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10490.jpg,2026-02-12T02:04:25,,1
REP-PRG-10491,Streetlight Defect,25.420264,81.769618,Jhalwa / IIIT-A Corridor,High,Assigned,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10491.jpg,2026-02-12T21:32:21,,1
REP-PRG-10492,Garbage Accumulation,25.417971,81.845733,Naini Old Bridge (Yamuna),High,Assigned,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10492.jpg,2026-01-31T09:04:07,,1
REP-PRG-10493,Garbage Accumulation,25.432027,81.827019,Kareli Urban Zone,Moderate,Reported,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10493.jpg,2026-05-29T06:50:51,,1
REP-PRG-10494,Streetlight Defect,25.428232,81.880215,Sangam / Daraganj,Moderate,Reported,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10494.jpg,2026-05-26T14:04:33,,1
REP-PRG-10495,Pothole,25.429667,81.753666,Jhalwa / IIIT-A Corridor,High,In Progress,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10495.jpg,2026-06-22T12:11:57,,1
REP-PRG-10496,Garbage Accumulation,25.523023,81.859544,Phaphamau NH-19 Junction,Low,In Progress,Prayagraj_Nagar_Nigam_Sanitation,https://storage.roadguard.ai/prayagraj/defects/img_10496.jpg,2026-01-04T16:54:13,,1
REP-PRG-10497,Streetlight Defect,25.440987,81.835751,MG Marg Corridor,Moderate,AI Verified,UPPCL_Streetlight_Cell,https://storage.roadguard.ai/prayagraj/defects/img_10497.jpg,2026-01-11T04:07:45,,1
REP-PRG-10498,Pothole,25.464381,81.745127,GT Road / Bamrauli Corridor,Moderate,Resolved,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10498.jpg,2026-03-23T17:52:34,2026-03-26T17:52:34,0
REP-PRG-10499,Pothole,25.423431,81.774581,Jhalwa / IIIT-A Corridor,High,Reported,PWD_Road_Maintenance,https://storage.roadguard.ai/prayagraj/defects/img_10499.jpg,2026-02-28T02:46:43,,1
